,preis,kilometer,erstzulassung_monat,erstzulassung_jahr,leistung,mfk_monat,mfk_jahr,angebotsnummer,bewertung_durchschnitt,bewertung_gesamteindruck,bewertung_erreichbarkeit,bewertung_zuverlaessigkeit,bewertung_angebotsbeschreibung,bewertung_kauferlebnis,anzahl_bewertungen,prozentsatz_weiterempfehlungen,fahrzeughalter,gaenge,hubraum,kraftstoffverbrauch,co2_emissionen,tueren,sitzplaetze,garantie,marke_Volkswagen,modell_Golf VI,treibstoff_Autogas (LPG),treibstoff_Benzin,treibstoff_Diesel,treibstoff_Gas,treibstoff_Sonstige,anbieter_Gewerblicher Anbieter,anbieter_Privater Anbieter,karosserieform_Cabrio,karosserieform_Coupé,karosserieform_Kleinwagen,karosserieform_Kombi,karosserieform_Limousine,karosserieform_Sonstige,karosserieform_Van/Kleinbus,getriebe_Automatik,getriebe_Halbautomatik,getriebe_Schaltgetriebe,antriebsart_Allrad,antriebsart_Front,antriebsart_Heck
35481,16990,30800.0,6.0,2012.0,77,,,269947882,4.6,5.0,4.0,4.0,5.0,5.0,1.0,100.0,2.0,6.0,1197.0,1.0,,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35483,16990,28500.0,3.0,2013.0,77,3.0,2016.0,269942813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1600.0,39.0,,,,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35501,16990,80982.0,3.0,2012.0,103,,,269684486,4.0,4.0,4.0,4.0,4.0,4.0,1.0,100.0,1.0,,1968.0,60.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35507,16990,9190.0,11.0,2012.0,90,,,269606517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,63.0,146.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35515,16990,73688.0,7.0,2011.0,125,,,269562205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1968.0,51.0,,,2.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35525,16990,68900.0,3.0,2012.0,77,9.0,2015.0,269443030,3.45,3.6,4.4,3.6,3.8,1.5,5.0,60.0,2.0,,1598.0,,,4.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35544,16990,41330.0,1.0,2013.0,103,1.0,2016.0,269222085,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,6.0,1968.0,56.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
35546,16990,46000.0,4.0,2011.0,155,4.0,2016.0,269013250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1984.0,73.0,170.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35561,16990,67488.0,2.0,2012.0,103,2.0,2017.0,268520560,3.89,4.0,3.75,3.76,4.38,3.37,13.0,85.0,1.0,,1968.0,54.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35570,16990,114200.0,3.0,2012.0,125,,,268269988,4.94,5.0,5.0,5.0,4.75,5.0,4.0,100.0,1.0,6.0,1968.0,64.0,169.0,2.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35582,16990,93500.0,4.0,2012.0,103,,,267895984,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1968.0,45.0,,,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35585,16990,44700.0,1.0,2011.0,103,5.0,2017.0,267742412,3.45,3.6,4.4,3.6,3.8,1.5,5.0,60.0,1.0,,1968.0,,,4.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35591,16990,71700.0,2.0,2012.0,77,1.0,2017.0,267565291,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1598.0,55.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
35607,16990,38050.0,6.0,2012.0,77,,,267023307,4.08,4.0,4.2,4.0,4.2,4.0,5.0,80.0,2.0,,1197.0,57.0,135.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35618,16990,22100.0,5.0,2012.0,90,,,266570226,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1390.0,65.0,152.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
35630,16990,85558.0,6.0,2011.0,125,,,265914530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1968.0,64.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35661,16990,30353.0,12.0,2011.0,77,,,263907515,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,,1197.0,57.0,135.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
35684,16990,52600.0,9.0,2012.0,77,9.0,2015.0,261125258,4.04,4.2,4.2,4.75,3.8,3.25,5.0,80.0,1.0,,1598.0,42.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35690,16990,25000.0,8.0,2012.0,90,11.0,2016.0,260209760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1390.0,60.0,138.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
35692,16990,22700.0,8.0,2011.0,77,,,260096134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,42.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35694,16990,36750.0,1.0,2010.0,155,,,259959797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1984.0,74.0,173.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35711,16990,9575.0,8.0,2013.0,77,8.0,2016.0,253950558,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35727,16990,26300.0,8.0,2012.0,90,,,234531434,4.73,4.6,4.8,4.8,4.6,5.0,5.0,100.0,2.0,7.0,1390.0,60.0,138.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35736,16995,51900.0,11.0,2008.0,103,11.0,2015.0,260959663,,,,,,,,,,6.0,1968.0,48.0,,,4.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
35737,16995,128500.0,10.0,2011.0,173,10.0,2016.0,268065147,4.44,4.43,4.6,4.6,4.4,4.15,16.0,100.0,1.0,6.0,1984.0,80.0,185.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35739,16998,41967.0,3.0,2011.0,125,,,269751736,4.56,4.4,4.6,4.6,4.8,4.33,5.0,100.0,,6.0,1968.0,59.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35839,17139,28955.0,11.0,2011.0,77,,,263342831,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1598.0,45.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
35916,17220,17010.0,11.0,2012.0,77,3.0,2017.0,268213894,2.89,2.5,2.75,3.0,3.66,2.75,4.0,75.0,1.0,7.0,1598.0,39.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35953,17250,50700.0,10.0,2010.0,155,,,269776209,4.04,3.9,4.2,4.1,4.1,3.88,10.0,80.0,1.0,6.0,1984.0,73.0,170.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35968,17250,50076.0,8.0,2011.0,103,2.0,2016.0,266184769,4.8,5.0,5.0,5.0,5.0,4.0,1.0,100.0,1.0,6.0,1968.0,60.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35981,17250,28594.0,5.0,2013.0,77,,,258283422,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,5.0,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
36004,17280,46000.0,3.0,2012.0,118,,,270403530,4.18,3.8,4.25,4.0,4.2,4.75,5.0,100.0,1.0,6.0,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36006,17280,26738.0,5.0,2012.0,118,,,269412991,4.68,4.66,4.83,4.66,4.66,4.6,6.0,100.0,1.0,,1390.0,60.0,142.0,4.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
36007,17280,97750.0,11.0,2010.0,125,,,270102913,4.36,4.0,4.6,4.2,5.0,4.0,5.0,100.0,3.0,6.0,1968.0,54.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
36076,17290,97900.0,10.0,2010.0,125,,,262939047,2.42,2.66,3.0,1.66,2.66,2.0,3.0,33.0,1.0,6.0,1968.0,51.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36179,17350,19472.0,5.0,2012.0,90,,,269784900,4.0,4.0,4.0,4.0,4.0,4.0,1.0,100.0,,,1390.0,65.0,152.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
36190,17350,42995.0,1.0,2012.0,90,,,268165048,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,,6.0,1390.0,63.0,146.0,5.0,4.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
36245,17380,36100.0,3.0,2011.0,155,11.0,2015.0,270060564,4.54,4.42,4.28,4.42,4.66,5.0,7.0,86.0,2.0,,1984.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36271,17389,72100.0,1.0,2012.0,103,,,270239025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1968.0,56.0,,,,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36278,17390,77421.0,11.0,2010.0,155,,,270820770,4.88,5.0,5.0,5.0,4.5,5.0,2.0,100.0,1.0,6.0,1984.0,74.0,173.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
36294,17390,7680.0,9.0,2013.0,77,9.0,2016.0,263639159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1197.0,59.0,139.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
36367,17420,44657.0,8.0,2011.0,77,,,270922670,4.04,4.4,4.6,3.6,4.6,3.0,5.0,100.0,1.0,6.0,1197.0,57.0,132.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
36380,17430,52000.0,5.0,2011.0,155,,,270889875,4.6,5.0,5.0,5.0,5.0,3.0,1.0,100.0,2.0,6.0,1984.0,73.0,170.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36392,17430,84102.0,10.0,2012.0,155,,,269012176,4.04,4.2,4.6,4.2,4.6,2.6,5.0,80.0,1.0,,1984.0,73.0,170.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36417,17440,57700.0,12.0,2011.0,103,,,270710329,4.93,5.0,4.75,5.0,5.0,5.0,4.0,100.0,,,1968.0,62.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
36420,17440,57700.0,12.0,2011.0,103,,,270710328,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,,,1968.0,62.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
36448,17444,46470.0,2.0,2012.0,103,,,268632337,3.06,3.0,3.33,3.0,3.0,3.0,3.0,33.0,1.0,6.0,2000.0,53.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36449,17444,35900.0,5.0,2011.0,155,,,269511441,4.79,4.85,4.71,4.85,4.71,4.83,7.0,100.0,3.0,6.0,1984.0,73.0,170.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36464,17448,43200.0,4.0,2012.0,118,,,270103602,3.75,4.0,3.5,4.0,3.5,0.0,2.0,100.0,1.0,,1390.0,63.0,145.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36466,17449,62943.0,5.0,2011.0,118,,,268998139,3.69,3.77,3.66,3.66,4.0,3.37,9.0,78.0,1.0,,1390.0,66.0,154.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
36471,17450,16000.0,4.0,2012.0,77,,,270907672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1598.0,44.0,117.0,2.0,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36504,17450,44000.0,4.0,2013.0,103,,,268395583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1968.0,61.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36508,17450,89885.0,11.0,2010.0,125,,,267804125,4.08,4.0,4.5,4.4,4.0,2.5,6.0,100.0,1.0,,1968.0,,,3.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
36531,17450,43850.0,12.0,2010.0,103,,,264870856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1968.0,49.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
36537,17450,99400.0,9.0,2011.0,125,,,263626523,4.51,4.83,4.66,4.16,4.33,4.6,6.0,100.0,1.0,6.0,1968.0,59.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36585,17470,36242.0,2.0,2012.0,90,,,269191708,5.0,5.0,5.0,5.0,5.0,5.0,3.0,100.0,1.0,,1390.0,63.0,146.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36598,17475,50575.0,1.0,2012.0,118,,,265097118,4.33,4.0,0.0,5.0,4.0,0.0,1.0,100.0,1.0,7.0,1390.0,60.0,139.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
36618,17480,46770.0,6.0,2012.0,77,,,270863087,4.5,4.5,4.5,4.5,4.5,0.0,2.0,100.0,2.0,,1598.0,44.0,,,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
36623,17480,71610.0,3.0,2011.0,155,5.0,2017.0,270854280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1984.0,73.0,170.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36652,17480,97813.0,3.0,2011.0,155,3.0,2016.0,268560024,4.0,4.0,4.0,4.0,4.0,4.0,4.0,75.0,3.0,,1984.0,74.0,173.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
36664,17480,67083.0,10.0,2011.0,77,,,267162114,3.88,4.16,3.66,3.83,4.16,3.33,6.0,100.0,1.0,,1598.0,42.0,109.0,4.0,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
36669,17480,64310.0,5.0,2011.0,155,,,265692220,4.1,4.5,4.0,4.0,4.0,4.0,2.0,100.0,2.0,6.0,1984.0,73.0,170.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36679,17480,36774.0,7.0,2012.0,103,10.0,2015.0,262300502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1968.0,60.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
36680,17480,12008.0,3.0,2012.0,77,,,264004709,4.2,5.0,4.0,5.0,3.0,4.0,1.0,100.0,1.0,,1197.0,57.0,132.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
36699,17485,28233.0,4.0,2013.0,77,,,268814447,4.06,3.88,4.11,4.11,4.11,4.14,9.0,100.0,1.0,5.0,1598.0,48.0,,,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
36716,17489,76000.0,10.0,2011.0,118,10.0,2016.0,266399782,4.71,4.66,4.66,5.0,4.66,4.66,3.0,100.0,1.0,,1390.0,64.0,148.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
36742,17490,58000.0,6.0,2011.0,118,10.0,2016.0,270650184,4.46,4.62,4.5,4.62,4.37,4.14,8.0,100.0,2.0,7.0,1390.0,63.0,149.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
36744,17490,97400.0,11.0,2011.0,103,12.0,2016.0,270432451,4.76,4.83,4.58,4.83,4.83,4.72,12.0,100.0,1.0,6.0,1968.0,54.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
36757,17490,81748.0,12.0,2013.0,103,,,270049251,3.68,3.85,4.0,3.57,3.85,3.14,7.0,86.0,,6.0,1968.0,56.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
36785,17490,13500.0,4.0,2012.0,90,4.0,2017.0,269244482,,,,,,,,,1.0,6.0,1398.0,,,5.0,,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
36795,17490,96220.0,2.0,2012.0,155,,,268473779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1984.0,73.0,170.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36796,17490,112000.0,9.0,2010.0,199,,,268435774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1984.0,85.0,199.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
36810,17490,95886.0,4.0,2012.0,103,,,267439356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1968.0,45.0,,,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
36811,17490,61826.0,2.0,2012.0,103,,,267023347,3.22,2.5,4.5,3.0,4.0,1.0,2.0,50.0,1.0,6.0,1968.0,45.0,,,2.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
36911,17500,109000.0,2.0,2012.0,125,,,270748533,4.5,4.44,4.55,4.55,4.33,4.66,9.0,100.0,1.0,6.0,1968.0,51.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
36994,17540,47200.0,12.0,2011.0,77,12.0,2016.0,270519953,4.5,5.0,4.0,5.0,4.0,5.0,2.0,100.0,2.0,5.0,1598.0,48.0,,,,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
37084,17590,51000.0,12.0,2011.0,103,,,269017411,4.0,4.0,4.0,4.0,4.0,4.0,1.0,100.0,,,1968.0,53.0,,,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37091,17590,53300.0,10.0,2010.0,103,11.0,2015.0,266999022,4.76,4.83,4.58,4.83,4.83,4.72,12.0,100.0,1.0,6.0,1968.0,54.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
37099,17590,55400.0,7.0,2009.0,118,,,265378887,3.8,3.75,4.0,3.75,3.75,3.75,4.0,75.0,1.0,6.0,1390.0,63.0,145.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
37144,17640,61850.0,3.0,2012.0,118,,,270079736,3.56,3.4,4.2,3.6,3.6,3.0,5.0,80.0,,,1390.0,60.0,139.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
37147,17640,98469.0,1.0,2012.0,103,,,268062708,4.45,4.4,4.6,4.6,4.4,4.25,5.0,100.0,1.0,,1968.0,61.0,,,,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
37218,17680,45460.0,3.0,2012.0,75,,,268937156,3.07,2.83,3.33,3.0,3.33,2.75,6.0,50.0,1.0,5.0,1595.0,92.0,169.0,4.0,5.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
37258,17690,23315.0,4.0,2011.0,90,,,269681119,3.56,3.46,4.16,3.54,3.58,3.0,13.0,62.0,1.0,,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
37307,17700,92949.0,4.0,2012.0,155,7.0,2016.0,270633618,4.73,4.8,4.7,4.8,4.7,4.6,10.0,100.0,,6.0,1984.0,73.0,170.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
37344,17731,84776.0,4.0,2012.0,103,,,266868281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1968.0,45.0,,,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
37414,17750,53000.0,4.0,2013.0,77,,,253364431,4.4,5.0,5.0,4.0,4.0,4.0,1.0,100.0,1.0,5.0,1598.0,45.0,119.0,5.0,,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
37425,17760,26958.0,3.0,2012.0,90,,,264803155,4.91,5.0,5.0,5.0,4.5,5.0,3.0,100.0,2.0,7.0,1390.0,60.0,138.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
37483,17780,35390.0,8.0,2011.0,118,,,269720550,3.93,4.33,3.66,4.33,4.0,3.33,3.0,100.0,,,1390.0,63.0,149.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
37500,17789,25650.0,4.0,2010.0,118,,,270395880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,60.0,139.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37509,17790,83493.0,4.0,2012.0,103,,,270031517,4.0,4.0,4.0,4.0,4.0,0.0,1.0,100.0,,6.0,1968.0,62.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
37546,17790,15750.0,6.0,2012.0,77,6.0,2015.0,240038763,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,,,1197.0,57.0,135.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
37578,17800,93748.0,2.0,2012.0,125,,,267461059,4.77,4.5,5.0,5.0,5.0,4.0,2.0,100.0,,6.0,1968.0,51.0,,,3.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37626,17840,46207.0,4.0,2011.0,155,4.0,2016.0,270361070,4.7,4.81,4.63,4.72,4.72,4.6,11.0,100.0,1.0,6.0,2000.0,73.0,170.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
37664,17850,21850.0,10.0,2013.0,77,,,267380922,3.9,4.0,4.0,4.0,4.0,3.5,2.0,100.0,1.0,5.0,1598.0,48.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
37693,17860,43800.0,2.0,2011.0,103,,,268495531,4.8,5.0,4.5,5.0,4.5,5.0,2.0,100.0,1.0,6.0,1968.0,62.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
37695,17860,43800.0,2.0,2011.0,103,,,268492514,4.33,4.33,4.33,4.33,4.33,4.33,3.0,100.0,1.0,6.0,1968.0,62.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
37701,17860,43800.0,2.0,2011.0,103,,,268449852,4.14,4.33,4.33,4.22,4.11,3.4,9.0,100.0,1.0,6.0,1968.0,62.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
37729,17880,1200.0,9.0,2012.0,77,9.0,2015.0,270957730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1197.0,52.0,121.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37731,17880,1200.0,9.0,2012.0,77,9.0,2015.0,270955572,4.44,4.5,4.5,4.5,4.5,4.0,2.0,100.0,1.0,,1197.0,52.0,121.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
37741,17880,28301.0,6.0,2012.0,77,6.0,2015.0,270102501,4.0,4.0,3.66,4.0,4.33,4.0,3.0,67.0,1.0,6.0,1197.0,57.0,132.0,3.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
37743,17880,21000.0,5.0,2012.0,118,5.0,2017.0,269597029,3.8,3.88,3.88,3.66,3.88,3.5,9.0,78.0,1.0,,1390.0,63.0,149.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
37760,17880,50557.0,9.0,2011.0,118,,,267577522,3.83,3.8,4.6,4.0,3.6,3.0,5.0,80.0,1.0,,1390.0,60.0,139.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
