,preis,kilometer,erstzulassung_monat,erstzulassung_jahr,leistung,mfk_monat,mfk_jahr,angebotsnummer,bewertung_durchschnitt,bewertung_gesamteindruck,bewertung_erreichbarkeit,bewertung_zuverlaessigkeit,bewertung_angebotsbeschreibung,bewertung_kauferlebnis,anzahl_bewertungen,prozentsatz_weiterempfehlungen,fahrzeughalter,gaenge,hubraum,kraftstoffverbrauch,co2_emissionen,tueren,sitzplaetze,garantie,marke_Volkswagen,modell_Golf VI,treibstoff_Autogas (LPG),treibstoff_Benzin,treibstoff_Diesel,treibstoff_Gas,treibstoff_Sonstige,anbieter_Gewerblicher Anbieter,anbieter_Privater Anbieter,karosserieform_Cabrio,karosserieform_Coupé,karosserieform_Kleinwagen,karosserieform_Kombi,karosserieform_Limousine,karosserieform_Sonstige,karosserieform_Van/Kleinbus,getriebe_Automatik,getriebe_Halbautomatik,getriebe_Schaltgetriebe,antriebsart_Allrad,antriebsart_Front,antriebsart_Heck
34241,16750,25000.0,11.0,2012.0,77,,,228158643,4.4,5.0,5.0,4.0,4.0,4.0,1.0,100.0,1.0,6.0,1197.0,57.0,134.0,4.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34254,16770,18914.0,11.0,2011.0,77,,,264979004,4.0,4.0,3.66,4.0,4.33,4.0,3.0,67.0,1.0,6.0,1197.0,57.0,132.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34286,16789,85691.0,11.0,2011.0,77,11.0,2016.0,263633717,4.86,4.66,5.0,5.0,5.0,4.66,3.0,100.0,1.0,,1598.0,48.0,,,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34304,16790,52342.0,9.0,2011.0,77,4.0,2017.0,270316331,4.8,5.0,5.0,5.0,4.0,5.0,1.0,100.0,1.0,6.0,1197.0,57.0,132.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34308,16790,87020.0,3.0,2010.0,155,,,270038624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1984.0,73.0,170.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34317,16790,63747.0,11.0,2009.0,155,,,269584786,4.0,4.14,4.42,3.83,4.0,3.25,7.0,86.0,2.0,,1984.0,73.0,170.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34318,16790,43594.0,4.0,2012.0,103,3.0,2017.0,269736056,3.89,4.0,3.75,3.76,4.38,3.37,13.0,85.0,1.0,,1968.0,56.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34329,16790,35524.0,9.0,2012.0,77,,,267936101,4.8,5.0,5.0,5.0,4.0,5.0,1.0,100.0,2.0,6.0,1197.0,57.0,132.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34332,16790,56695.0,2.0,2012.0,118,,,266755275,4.16,4.23,4.42,4.15,4.14,3.76,21.0,81.0,1.0,6.0,1390.0,63.0,145.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34375,16800,59765.0,6.0,2011.0,103,,,269375969,3.8,3.6,4.1,3.8,3.88,3.5,10.0,80.0,,6.0,1968.0,49.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34384,16500,25475.0,4.0,2012.0,90,,,267166457,4.8,5.0,5.0,5.0,4.0,5.0,1.0,100.0,1.0,6.0,1390.0,62.0,144.0,3.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34385,16800,56394.0,5.0,2011.0,155,,,266856742,4.17,4.13,4.33,4.07,4.35,3.9,15.0,93.0,1.0,,1984.0,73.0,170.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34390,16800,46400.0,2.0,2012.0,90,,,266266219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1390.0,60.0,138.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
34394,16800,36258.0,5.0,2012.0,103,5.0,2015.0,259053829,4.4,4.5,4.75,4.5,4.25,4.0,4.0,100.0,1.0,6.0,1968.0,43.0,,,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34399,16810,26050.0,11.0,2011.0,77,10.0,2016.0,261589697,4.24,4.27,4.36,4.27,4.31,3.87,22.0,91.0,1.0,6.0,1197.0,59.0,139.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34419,16830,38000.0,1.0,2012.0,90,,,269683185,2.93,2.66,3.33,3.0,3.66,2.0,3.0,67.0,1.0,4.0,1390.0,64.0,149.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34432,16849,56770.0,8.0,2012.0,103,,,269972100,4.04,4.0,3.8,4.0,4.6,3.66,5.0,80.0,2.0,6.0,1968.0,,,5.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
34476,16850,57762.0,12.0,2011.0,77,,,265294954,3.7,3.69,4.46,3.53,3.61,3.0,13.0,77.0,1.0,,1598.0,48.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
34504,16870,19440.0,3.0,2012.0,90,,,270481719,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1390.0,60.0,138.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
34515,16875,66900.0,6.0,2012.0,125,,,270643682,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,6.0,2000.0,51.0,,,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34529,16880,28669.0,7.0,2011.0,77,,,270955530,4.44,4.5,4.5,4.5,4.5,4.0,2.0,100.0,1.0,,1197.0,59.0,139.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34530,16880,28669.0,7.0,2011.0,77,,,270957688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1197.0,59.0,139.0,2.0,4.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34533,16880,42006.0,4.0,2011.0,90,,,270777643,4.5,4.66,4.0,4.33,4.66,5.0,3.0,100.0,1.0,,1390.0,63.0,149.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34537,16880,68843.0,4.0,2012.0,90,,,270377514,4.8,5.0,4.83,5.0,4.83,4.33,6.0,100.0,1.0,7.0,1390.0,64.0,147.0,2.0,4.0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
34544,16880,141023.0,3.0,2012.0,103,,,270065548,4.16,3.8,4.5,3.8,4.33,4.8,10.0,80.0,1.0,6.0,1968.0,56.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34560,16880,28669.0,7.0,2011.0,77,,,266890685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1197.0,59.0,139.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34572,16880,46990.0,4.0,2012.0,103,,,259179362,3.8,4.0,4.0,4.0,4.0,3.0,2.0,100.0,1.0,,2000.0,48.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34581,16885,81150.0,3.0,2011.0,155,4.0,2016.0,270330021,4.05,4.12,4.0,4.14,4.0,4.0,8.0,88.0,1.0,6.0,1984.0,73.0,170.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34640,16890,55000.0,5.0,2011.0,103,,,269502122,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1968.0,55.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
34645,16890,70000.0,2.0,2013.0,103,,,269010131,4.5,4.33,4.33,4.33,4.66,5.0,3.0,100.0,1.0,,1968.0,55.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34646,16890,79720.0,3.0,2012.0,103,,,268854037,3.58,3.27,4.0,3.6,3.9,3.2,11.0,64.0,1.0,,2000.0,54.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
34656,16890,41450.0,7.0,2012.0,103,,,267354763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1968.0,61.0,159.0,5.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
34662,16890,10700.0,11.0,2013.0,77,,,266570230,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1197.0,55.0,130.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
34670,16890,56000.0,11.0,2011.0,103,,,264072057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1968.0,56.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
34687,16895,66533.0,3.0,2012.0,103,,,270815485,3.78,3.8,3.6,3.8,4.0,3.66,5.0,80.0,2.0,6.0,1968.0,48.0,,,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34697,16899,135596.0,3.0,2012.0,125,,,270577415,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,,1968.0,59.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34709,16900,34500.0,4.0,2012.0,77,,,270947565,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,,,1197.0,59.0,139.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34721,16900,127068.0,6.0,2011.0,125,,,270522258,3.11,2.5,3.5,3.5,4.0,1.0,2.0,50.0,1.0,,1968.0,51.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34724,16900,79000.0,4.0,2010.0,155,,,270392388,4.28,4.5,5.0,5.0,3.0,5.0,2.0,100.0,,,1984.0,74.0,173.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
34747,16900,45200.0,6.0,2013.0,90,6.0,2016.0,269674987,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1390.0,65.0,152.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34755,16900,54000.0,1.0,2013.0,77,,,269377729,4.24,4.4,4.2,4.0,4.0,4.6,5.0,100.0,1.0,,1598.0,42.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34764,16900,47447.0,1.0,2012.0,118,,,268880978,4.17,4.0,4.0,3.75,4.66,5.0,4.0,75.0,1.0,,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34770,16900,40000.0,5.0,2013.0,77,,,268657432,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34774,16900,31857.0,2.0,2012.0,90,,,268604677,3.83,3.8,4.6,4.0,3.6,3.0,5.0,80.0,1.0,,1390.0,60.0,138.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
34778,16900,99897.0,3.0,2011.0,125,,,268499980,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,2.0,,1968.0,64.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
34802,16900,29570.0,2.0,2012.0,77,,,267309632,4.23,4.66,4.66,4.0,4.0,3.5,3.0,67.0,1.0,,1598.0,48.0,,,2.0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
34818,16900,40600.0,10.0,2012.0,103,10.0,2015.0,266955752,4.0,4.0,4.0,5.0,3.0,0.0,1.0,100.0,2.0,6.0,1968.0,48.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34820,16900,38600.0,12.0,2011.0,77,,,267162162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1598.0,45.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
34828,16900,47460.0,3.0,2010.0,103,3.0,2015.0,266161024,3.11,3.22,3.66,3.44,3.11,1.66,9.0,44.0,1.0,,1968.0,55.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
34862,16900,42400.0,5.0,2011.0,118,,,263539076,5.0,5.0,5.0,5.0,5.0,0.0,1.0,100.0,1.0,6.0,1390.0,63.0,145.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34879,16900,55000.0,8.0,2011.0,118,9.0,2016.0,260734122,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1390.0,63.0,149.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34885,16900,24863.0,1.0,2013.0,77,1.0,2016.0,253761260,4.66,4.25,4.75,4.75,4.75,5.0,4.0,100.0,1.0,,1598.0,,,5.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34886,16900,19348.0,1.0,2013.0,77,1.0,2016.0,253761259,4.66,4.25,4.75,4.75,4.75,5.0,4.0,100.0,1.0,,1598.0,,,5.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34887,16900,25557.0,1.0,2013.0,77,1.0,2016.0,253761261,4.66,4.25,4.75,4.75,4.75,5.0,4.0,100.0,1.0,,1598.0,,,5.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
34895,16900,20984.0,9.0,2010.0,90,,,202295530,4.77,4.5,5.0,5.0,5.0,4.0,2.0,100.0,,6.0,1390.0,62.0,144.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
34902,16920,40000.0,6.0,2012.0,118,,,269005935,4.6,5.0,5.0,5.0,5.0,3.0,1.0,100.0,1.0,6.0,1390.0,63.0,145.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34937,16930,68168.0,10.0,2009.0,155,,,270143518,4.5,4.25,4.75,4.75,4.5,4.0,4.0,100.0,1.0,,1984.0,74.0,173.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
34939,16930,9990.0,6.0,2012.0,77,,,270032489,4.13,4.14,4.42,4.16,4.0,3.66,7.0,86.0,2.0,,1197.0,57.0,135.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
34940,16930,58061.0,3.0,2011.0,103,,,270055459,4.06,4.33,4.33,4.33,4.0,3.33,3.0,100.0,1.0,6.0,1968.0,60.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
34946,16930,117600.0,12.0,2011.0,125,,,268740768,4.51,4.83,4.66,4.16,4.33,4.6,6.0,100.0,1.0,6.0,1968.0,59.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
34992,16949,29950.0,4.0,2012.0,118,,,270010269,4.36,4.0,4.4,4.6,4.8,4.0,5.0,100.0,1.0,,1400.0,60.0,142.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
34996,16949,20230.0,5.0,2012.0,77,,,259762188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1197.0,59.0,139.0,2.0,,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35003,16950,78000.0,2.0,2010.0,155,3.0,2017.0,270891957,4.47,4.5,4.25,4.5,4.5,4.66,4.0,100.0,2.0,6.0,1984.0,73.0,170.0,3.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35005,16950,65000.0,7.0,2011.0,125,,,270750477,3.66,3.83,3.66,3.5,4.0,3.33,6.0,67.0,3.0,,1968.0,59.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35006,16950,47128.0,1.0,2011.0,118,,,270683474,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,2.0,,1390.0,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35029,16950,36939.0,3.0,2012.0,77,,,270017328,3.96,4.0,4.33,3.6,4.0,3.66,6.0,83.0,1.0,,1598.0,41.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35037,16950,55000.0,11.0,2012.0,77,,,269361802,3.6,3.5,3.5,4.0,4.0,3.0,2.0,100.0,1.0,,1598.0,48.0,,,,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35038,16950,78000.0,9.0,2009.0,155,9.0,2016.0,269298258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1984.0,73.0,170.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35041,16950,6235.0,3.0,2012.0,77,,,268852451,4.73,5.0,4.66,5.0,5.0,4.0,3.0,100.0,1.0,7.0,1197.0,59.0,136.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35043,16950,34468.0,10.0,2012.0,77,,,268670529,4.36,4.28,4.42,4.42,4.42,4.2,7.0,100.0,1.0,,1197.0,58.0,136.0,5.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
35080,16950,56000.0,5.0,2012.0,103,,,265304824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1968.0,55.0,,,5.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35100,16950,84616.0,7.0,2012.0,103,,,262515070,4.36,4.25,4.25,4.37,4.37,4.66,8.0,100.0,1.0,,1968.0,62.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35123,16960,60950.0,5.0,2012.0,118,,,267836072,4.48,4.42,4.71,4.71,4.14,4.4,7.0,100.0,1.0,,1400.0,1.0,,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35126,16965,12820.0,5.0,2013.0,77,,,252806618,4.55,4.5,4.68,4.46,4.61,4.5,26.0,96.0,,5.0,1598.0,48.0,,,2.0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35131,16970,37900.0,3.0,2012.0,90,,,271038942,4.5,3.0,5.0,5.0,5.0,5.0,2.0,50.0,1.0,7.0,1390.0,60.0,138.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35145,16970,66900.0,7.0,2011.0,103,7.0,2016.0,269585555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1968.0,61.0,,,4.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35150,16970,68900.0,3.0,2012.0,77,9.0,2015.0,269512512,4.23,4.33,4.33,3.66,4.33,5.0,3.0,67.0,2.0,,1598.0,,,4.0,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35161,16975,80800.0,4.0,2011.0,155,,,269876892,4.3,4.5,4.5,4.0,4.5,4.0,2.0,100.0,2.0,6.0,2000.0,73.0,170.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35213,16980,36500.0,3.0,2011.0,155,11.0,2015.0,270561061,3.79,3.75,4.31,3.55,4.15,3.11,20.0,75.0,2.0,,,,,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35218,16980,130352.0,3.0,2012.0,125,,,270507172,3.54,3.42,3.66,3.71,4.33,2.4,7.0,86.0,1.0,6.0,1968.0,59.0,,,3.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35219,16980,6903.0,8.0,2012.0,103,,,270483746,4.58,4.4,4.8,4.8,4.4,4.5,5.0,100.0,1.0,6.0,1968.0,55.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35223,16980,21800.0,7.0,2012.0,90,,,270427710,5.0,5.0,5.0,5.0,5.0,5.0,3.0,100.0,1.0,,1390.0,60.0,138.0,5.0,,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35233,16980,86234.0,4.0,2012.0,125,,,270184321,4.65,4.57,4.5,4.66,4.83,4.75,7.0,100.0,,,1968.0,59.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35249,16980,28000.0,5.0,2012.0,90,,,269636039,4.87,4.71,5.0,5.0,4.83,4.83,7.0,100.0,1.0,,1390.0,60.0,138.0,4.0,5.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35260,16980,49000.0,2.0,2013.0,103,2.0,2016.0,269265150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1968.0,61.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
35274,16980,93400.0,7.0,2011.0,125,7.0,2016.0,268684427,5.0,5.0,5.0,5.0,5.0,5.0,2.0,100.0,1.0,6.0,1968.0,51.0,,,,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35284,16980,25400.0,1.0,2012.0,90,1.0,2017.0,268099347,4.8,5.0,4.5,4.5,5.0,5.0,8.0,100.0,1.0,6.0,1390.0,64.0,149.0,2.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35289,16980,46350.0,3.0,2013.0,77,,,267800902,4.65,4.75,4.75,4.5,4.5,4.75,4.0,100.0,1.0,,1598.0,44.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35294,16980,75012.0,3.0,2010.0,125,,,267320513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1968.0,59.0,,,2.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35353,16980,22000.0,9.0,2011.0,77,,,218365064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,1197.0,59.0,139.0,2.0,5.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35356,16984,35500.0,8.0,2011.0,77,,,258340012,4.2,4.0,4.0,4.0,5.0,4.0,1.0,100.0,2.0,,1197.0,59.0,139.0,3.0,4.0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
35363,16985,48950.0,12.0,2011.0,103,,,270078506,4.05,4.12,4.0,4.14,4.0,4.0,8.0,88.0,1.0,6.0,1968.0,49.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
35390,16989,73826.0,12.0,2011.0,118,12.0,2014.0,266304042,5.0,5.0,5.0,5.0,5.0,5.0,3.0,100.0,1.0,,1390.0,63.0,149.0,2.0,4.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35400,16990,43050.0,8.0,2011.0,155,8.0,2016.0,270996485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,1984.0,73.0,170.0,2.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
35412,16990,49980.0,3.0,2013.0,90,,,270854590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1390.0,64.0,153.0,5.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
35435,16990,58637.0,7.0,2011.0,155,7.0,2016.0,270586523,3.47,3.6,4.0,3.5,3.75,2.0,5.0,100.0,2.0,,1984.0,70.0,170.0,3.0,,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
35439,16990,85127.0,4.0,2011.0,103,,,270499153,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1968.0,60.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
35440,16990,69897.0,7.0,2011.0,103,,,270499154,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,6.0,1968.0,62.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
35448,16990,30932.0,2.0,2011.0,90,5.0,2016.0,270411453,4.84,4.75,4.75,4.87,4.87,5.0,8.0,100.0,1.0,,1390.0,63.0,149.0,4.0,5.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35464,16990,32200.0,12.0,2011.0,77,,,270373416,4.39,4.4,4.45,4.36,4.31,4.42,22.0,95.0,1.0,,1598.0,47.0,,,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
35476,16990,55730.0,3.0,2012.0,77,,,270100519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1598.0,48.0,,,4.0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35477,16990,40207.0,4.0,2012.0,118,,,270049390,5.0,5.0,5.0,5.0,5.0,5.0,1.0,100.0,1.0,,1390.0,,,5.0,,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
